Sensor_Reading,Status
0.7991147270607888,0.0
0.27399649450698604,0.0
0.43738675267957905,0.0
0.9011493408659819,0.0
1.1335974029631277,0.0
1.2679742033104449,0.0
1.1906110646239854,0.0
0.1590955849077036,0.0
1.2237941005666564,0.0
-0.08950958757154864,0.0
-0.09390617619295416,0.0
-0.2894328628631445,0.0
-0.4823134801373987,0.0
-0.8569913432020765,0.0
-1.2779756972119967,0.0
-0.15953668653618647,0.0
-1.1753606373024907,0.0
0.14999039632189282,0.0
-0.8775087059488342,0.0
0.37058003058477734,0.0
-0.03362901279338025,0.0
-0.055132440078546285,0.0
0.8641063975461585,0.0
0.7655938180742861,0.0
0.7324091292969453,0.0
1.416328087500505,0.0
1.9828098595606591,0.0
0.8631941307756632,0.0
-0.2841445962681227,0.0
0.057772245937629446,0.0
0.20900049781956712,0.0
-0.5819834911939762,0.0
-0.8075630834706955,0.0
-1.4638591735150661,0.0
-1.3702129095349538,0.0
-1.1210212413428462,0.0
-0.8194284364862418,0.0
-1.265957600452841,0.0
-0.29095590893981876,0.0
-0.44299371722653935,0.0
0.14430849749012806,0.0
0.09138883593212443,0.0
0.5688514015310815,0.0
0.47534291681990554,0.0
1.6716353488609883,0.0
1.0163494364867818,0.0
0.3714750705963924,0.0
0.7999112884734625,0.0
0.222373162468523,0.0
0.002544961880094343,0.0
-0.18014088628091768,0.0
0.07517258437840907,0.0
-0.5482081458325931,0.0
-0.516781315147727,0.0
-0.7833940333231859,0.0
-1.3627415027362078,0.0
-1.7617282590622918,0.0
-1.3852294888335939,0.0
-1.238010231352434,0.0
-1.0506907211276213,0.0
-0.1986394259008961,0.0
0.8736120647933906,0.0
0.3250410273529281,0.0
0.4647434285205594,0.0
0.5316512330230414,0.0
0.6334413656829389,0.0
0.3655964608687,0.0
0.6355276580161371,0.0
1.1105285720838562,0.0
0.1164245828042822,0.0
0.44162338497584636,0.0
0.2081783615832607,0.0
-0.7829033860629347,0.0
-1.2134879502541507,0.0
-1.3484666598685986,0.0
-1.1418457627843255,0.0
-0.5410177234472662,0.0
-0.9405487703406699,0.0
0.03670465905806353,0.0
-0.46044557778357864,0.0
-0.8834853439482624,0.0
0.004817766335640239,0.0
-0.005787765565301917,0.0
0.9897716045090856,0.0
1.376973387106471,0.0
0.6636271451869724,0.0
1.0436500527696906,0.0
0.251045902981868,0.0
0.24068713691627253,0.0
0.553087333205614,0.0
-0.12121146694831002,0.0
-0.5701328799330273,0.0
-1.4332335006168972,0.0
-0.33740402328127184,0.0
-0.5852633016089739,0.0
-1.2602423519119659,0.0
-0.6007715924095285,0.0
-0.5556214593667038,0.0
-0.25745370558613995,0.0
-1.0544054512086358,0.0
0.49541396147251504,0.0
0.5861559643001226,0.0
-0.015218511344810004,0.0
0.2806355950236449,0.0
1.1241379000791043,0.0
0.6185042833655818,0.0
0.622566361287477,0.0
0.45832460040609285,0.0
0.8113925997446276,0.0
-0.43769730727985645,0.0
0.45703010523975607,0.0
-0.35880515110684785,0.0
-0.5814443537985812,0.0
-1.5147808287759625,0.0
-1.0153776434468098,0.0
-0.8018742053763415,0.0
-1.6834836234580353,0.0
-0.7445416898016814,0.0
-1.0236989901847446,0.0
-0.0654710312999977,0.0
-0.2976217442083713,0.0
0.654113071741784,0.0
1.1497636742929251,0.0
0.34147731078181476,0.0
1.6138004925533351,0.0
0.9340424851873763,0.0
0.9310775969524102,0.0
1.2848100692245739,0.0
-0.11859152957049468,0.0
0.7413392921542845,0.0
-0.291302359692764,0.0
-0.6288207345084553,0.0
-0.6766232475412763,0.0
-0.17614638715228736,0.0
-1.1649150103678725,0.0
-0.7059171239930251,0.0
-0.8817241791872297,0.0
-0.602404867703893,0.0
-0.7407530755256282,0.0
0.0903175292596603,0.0
-0.723683694571659,0.0
0.3598304677584121,0.0
-0.11175708252863625,0.0
0.9194445848084334,0.0
0.5439015696183364,0.0
1.0707881112287536,0.0
0.7688501890317424,0.0
0.9554640256661404,0.0
0.5593665562920342,0.0
0.9590029617890322,0.0
-0.10966159052240253,0.0
-0.38318488949429463,0.0
-0.35468964373517103,0.0
-0.06606362410479205,0.0
-1.1380724645840874,0.0
